,id,media_id,score,title_in_romaji,title_in_english,episodes,source,genres,mean_score,description,duration,year_released
446,40915782,16397,9,Photokano,Photo Kano,13,VISUAL_NOVEL,"['Ecchi', 'Romance']",57,"Kazuya, a mild-mannered high school sophomore coming to the end of a very average summer break, receives a digital single lens reflex camera as a gift. His nerdy fascination with its design soon turns to wonder when he realizes this little gadget could really give his social life a shot in the arm!<br><br>
(Source: TBS)",23,2013.0
447,40915783,21842,9,Piace: Watashi no Italian,Piacevole,12,MANGA,"['Comedy', 'Slice of Life']",54,"High schooler Morina Nanase starts work at Trattoria Festa, an Italian restaurant filled with various and sundry quirky characters...and where through its unique cuisine, she will begin to mature as a person.<br><br>

(Source: Crunchyroll)",4,2017.0
448,40915784,328,8,PIANO,Piano: The Melody of a Young Girl's Heart,10,ORIGINAL,"['Drama', 'Music', 'Romance', 'Slice of Life']",55,"When Miu was young, she was fascinated by the piano and took up lessons.<br><br>
When the show opens, Miu is in middle school. She is shy, a softspoken girl who doesn't have a lot of confidence in herself. Her friends would describe her as &ldquo;sweet&rdquo; and &ldquo;quiet.&rdquo; At this point, Miu has been taking piano lessons for some time and while people have told her that she's gotten very good over the years, Miu herself feels she's not really good at anything &ndash; including the piano. Her teacher, Mr. Shirakawa, is often frustrated with her playing. Although she plays every note exactly correct, her heart just isn't in it&hellip;<br><br>
Meanwhile, Miu's come of the age when she's noticing boys and this shy young lady has noticed the handsome Kazuya Takahashi &ndash; even if he hasn't noticed her.<br><br>
This is Miu's story. The story of a young girl who is on a journey to discover the melody within her own heart and the courage to express it. &nbsp;<br><br>
(Source: RightStuf)",24,2002.0
449,40915785,100401,9,Piano no Mori (TV),Forest of Piano,12,MANGA,"['Drama', 'Music']",70,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Shuuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.<br><br>

(Source: KEFI)",25,2018.0
450,40915786,21732,10,planetarian: Chiisana Hoshi no Yume,Planetarian,5,VISUAL_NOVEL,"['Drama', 'Fantasy', 'Sci-Fi']",73,"Hoshino Yumemi is a companion robot working at an abandoned planetarium. It’s been thirty years since her last customer, but she continues to wait. When a customer finally appears, she enlists his help to fix the planetarium so she can show him the stars.
<br>
<br>
(Source: Crunchyroll)",19,2016.0
451,40915787,20872,8,Plastic Memories,Plastic Memories,13,ORIGINAL,"['Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",77,"This story takes place in a future not too far away when androids that look exactly like humans begin to spread across the world. The android production company SA Corp. produced Giftia, a new kind of android that has the most amount of emotion and human-like qualities out of any other model ever seen. However, due to problems in technology, the androids have a service life, and once they pass that, they... Well, it gets pretty bad. For this reason, SA Corp. creates a terminal service in order to retrieve Giftia that have gone past their service life. A new employee at the terminal service named Tsukasa Mizugaki forms a team with the Giftia Isla to retrieve the other androids, but...<br>
<br>
(Source: Anime News Network)",24,2015.0
452,40915788,21330,9,Prince of Stride: Alternative,,12,VISUAL_NOVEL,['Sports'],65,"The series revolves around a closed-down ""Stride"" club at Hounan Academy. First-year high school students Takeru Fujiwara and Nana Sakurai attempt to restart the club, but they must recruit six members for the team. They ask Riku Yagami to join, but he turns them down by saying that Stride is the one thing he doesn't want to do. However, Takeru and Nana drag Riku into the clubroom to try to convince him.
<br><br>
(Source: Anime News Network)",24,2016.0
453,40915789,6201,9,Princess Lover!,,12,VISUAL_NOVEL,"['Comedy', 'Ecchi', 'Romance']",62,"Arima Teppei lost his parents in a traffic accident. His grandfather Isshin adopted him by force and ordered him to succeed the head of Arima Group Corporation. At Shuuhou Gakuen, a high school only for wealthy students, Teppei's new life as a celebrity starts.",24,2009.0
454,40915790,98505,10,Princess Principal,Princess Principal,12,ORIGINAL,"['Action', 'Adventure', 'Sci-Fi']",75,"The ""spy action"" series follows five girls in 19th century London, a city within the Albion Kingdom divided into east and west by a large wall. The girls serve as undercover spies enrolled as students at the prestigious Queen's Mayfair school. The girls make use of their individual abilities to remain active in the underground world of disguise, espionage, infiltration, and car chases.<br><br>

(Source: Official Website)",24,2017.0
455,40915791,13601,9,PSYCHO-PASS,PSYCHO-PASS,22,ORIGINAL,"['Action', 'Psychological', 'Sci-Fi', 'Thriller']",82,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.
<br><br>
Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.
<br><br>  
(Source: MAL Rewrite)
<br><br>
<i>Note: In the Summer 2014 season, Psycho-Pass was rebroadcast and re-edited to fit into an hour time-slot, ending up in 11 one-hour episodes. This edit included added scenes at the beginning and middle of the episodes, as well as fixing and improving animation.</i>",23,2012.0
456,40915792,20513,0,PSYCHO-PASS 2,PSYCHO-PASS 2,11,ORIGINAL,"['Action', 'Psychological', 'Sci-Fi', 'Thriller']",71,"Taking place one-and-a-half years after Psycho-Pass, having learned the true nature of the Sibyl System, Akane Tsunemori chose to obey the system, believing in both humanity and the legal order. She's part of a new police section and spends her everyday life facing down criminals. Unbeknownst to Akane, however, a monster who will shake the system to its core is about to appear before her.<br>
<br>
(Source: Anime News Network)",23,2014.0
457,40915793,19315,8,Pupa,,12,MANGA,"['Drama', 'Fantasy', 'Horror', 'Psychological']",27,"The ""life-and-death sibling"" story follows Utsutsu and Yume Hasegawa, a boy and his little sister who find themselves all alone. One day, Yume sees a mysterious red butterfly and her body undergoes a strange metamorphosis—into a creature that eats humans. Utsutsu struggles to find a way to restore his sister.
<br><br>
(Source: Anime News Network)",4,2014.0
458,40915794,98861,9,Quanzhi Gaoshou,The King's Avatar,12,OTHER,"['Action', 'Drama']",75,"Widely regarded as a trailblazer and top-tier professional player in the online multiplayer game ""Glory,"" Xiu Ye is dubbed the ""Battle God"" for his skills and contributions to the game over the years. However, when forced to retire from the team and to leave his gaming career behind, he finds work at a nearby internet café. There, when Glory launches its 10th server, he throws himself into the game once more using a new character named ""Lord Grim.""

Xiu Ye's early achievements on the new server immediately catch the attention of many players, as well as the big guilds, leaving them to wonder about the identity of this exceptional player. However, while he possesses 10 years of experience and in-depth knowledge, starting afresh with neither sponsors nor a team in a game that has changed over the years presents numerous challenges. Along with talented new comrades, Xiu Ye once again dedicates himself to traversing the path to Glory's summit.",24,
459,40915795,20583,9,Rail Wars!,Rail Wars!,12,LIGHT_NOVEL,"['Action', 'Ecchi', 'Romance']",59,"The ""dream railway paradise entertainment"" story is set in a parallel world where Japan did not privatize its national railways. Naohito Takayama is an ordinary high school boy who dreams of a comfortable future working for the top-rated Japanese National Railways. He is assigned as a trainee in the Railways Security Force full of odd characters such as Sakurai, a troublemaker who hates men. On top of that, an extremist group called ""RJ"" plots to privatize the Japanese National Railways.<br>
<br>
(Source: Anime News Network)",24,2014.0
460,40915796,21092,8,Rakudai Kishi no Cavalry,Chivalry of a Failed Knight,12,LIGHT_NOVEL,"['Action', 'Ecchi', 'Fantasy', 'Romance']",72,"The ""school sword action"" story revolves around Magic Knights, modern magic-users who fight with weapons converted from their souls. Ikki Kurogane goes to a school for these Magic Knights, but he is the ""Failed Knight"" or ""Worst One"" who is failing because he has no magical skills. However, one day, he is challenged to a duel by Stella, a foreign princess and the ""Number One"" student. In this duel, ""the loser must be obedient for life.""<br>
<br>
(Source: Anime News Network)",23,2015.0
461,40915798,21189,8,Ranpo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,11,ORIGINAL,"['Drama', 'Mystery', 'Psychological']",60,"Inspired by the works of author Edogawa Ranpo: When several murders at a middle school attract the attention of genius detective, Akechi, a student named Kobayashi volunteers to help with his investigation.<br>
<br>
(Source: FUNimation)",24,2015.0
462,40915799,14921,7,RDG: Red Data Girl,Red Data Girl,12,OTHER,"['Drama', 'Romance', 'Supernatural']",61,"Shy 15-year-old Izumiko has a hard time making personal connections. Oddly, she can’t use computers or cell phones, either—they mysteriously crash when she touches them. When her childhood bully Miyuki shows up at the shrine where she was raised, their lives become involuntarily entwined. Izumiko learns she is the last vessel of a goddess—and Miyuki must serve as her dutiful guardian.<br><br>
(Source: Crunchyroll)
<br><br>
<i>Note: A modern fantasy based on Japanese Shinto legends.</i>",24,2013.0
463,40915800,20711,0,Re:_HAMATORA,Re: Hamatora,12,ORIGINAL,"['Comedy', 'Mystery']",70,"It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora?<br>
<br>
(Source: Crunchyroll)",24,2014.0
464,40915801,97980,6,Re:CREATORS,Re:CREATORS,22,ORIGINAL,"['Action', 'Drama', 'Fantasy', 'Mecha', 'Thriller']",73,"People have created many stories. Joy, sadness, anger, deep emotion. Stories stir up emotion and captivate. However, those emotions are nothing more than the feelings of a spectator. What if the characters in the stories had their own ""will""? In their eyes, are we, the creators of the stories, like gods? Revolution for our world. Punishment for the land of the gods. <br><br>Re:CREATORS. Everyone becomes a Creator.<br><br>(Source: Amazon)",24,2017.0
465,40915802,21355,7,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,25,LIGHT_NOVEL,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller']",80,"In the story, Subaru Natsuki is an ordinary high school student who is lost in an alternate world, where he is rescued by a beautiful, silver-haired girl. He stays near her to return the favor, but the destiny she is burdened with is more than Subaru can imagine. Enemies attack one by one, and both of them are killed. He then finds out he has the power to rewind death, back to the time he first came to this world. But only he remembers what has happened since.<br>
<br>
(Source: Anime News Network)
<br><br>
<i>Notes:<br>
- The first episode aired with a runtime of ~50 minutes as opposed to the standard 25 minute long episode.<br>
- In the Winter 2020 season, Re:ZERO was rebroadcast and re-edited to fit into an hour time-slot. This edit included the first OVA and added slight modifications to certain scenes throughout. It also added an additional scene at the end of the final episode.</i>",25,2016.0
466,40915803,710,7,Rec,,9,MANGA,"['Comedy', 'Drama', 'Romance']",69,"Fumihiko Matsumaru is an average salaryman with no girlfriend. He invited his colleague Miss Tanaka to a movie but was stood up. Right at the time he was about to toss tickets into a trash can, a cute girl appeared and asked him not to waste those two tickets. After movie and dinner, he escorted her home and found they live in the same neighborhood, yet unfortunately her apartment caught on fire hours later. Having nowhere else to stay, rookie seiyuu Aka Onda moved to Matsumaru's place, and the two had started a ""more than friend but not yet lovers"" relationship under the same roof while keeping this secret from their employers.
<br><br>
(Source: Anime News Network)",13,2006.0
467,40915804,11491,7,Recorder to Randoseru Do♪,Recorder and Randsell,13,MANGA,['Comedy'],62,"Miyagawa Atsushi is an 11-year-old boy who is 180 centimeters tall. Since he has a grown-up looking build but acts his age, he has always been running into troubles. On the other hand, his 17-year-old elder sister Atsumi is only 137 centimeters tall. Even though she has a childish looking build, Atsumi takes good care of Atsushi. ",3,2012.0
468,40915805,18099,7,Recorder to Randoseru Mi☆,Recorder and Randsell Mi,12,MANGA,['Comedy'],62,Third season of Recorder to Randoseru.,3,2013.0
469,40915806,13377,7,Recorder to Randoseru Re♪,Recorder and Randsell Re,13,MANGA,['Comedy'],64,Second season.,3,2012.0
470,40915807,21744,6,Reikenzan: Eichi e no Shikaku,,12,LIGHT_NOVEL,"['Comedy', 'Fantasy']",64,The second season of Reikenzan: Hoshikuzu-tachi no Utage.,24,2017.0
471,40915808,21497,8,Reikenzan: Hoshikuzu-tachi no Utage,,12,OTHER,"['Comedy', 'Fantasy']",66,"Since its founding in the year 4233 of the Nine Provinces calendar, the spirit sword clan has been producing first-class martial arts talent. Two thousand years later, the clan, which adheres to the principles of peace and spiritual development, seeks to find new disciples by holding a grand tournament. One of these candidates is 12-year-old Wang Lu.
",24,2016.0
472,40915809,21049,9,ReLIFE,ReLIFE,13,MANGA,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",78,"The story follows Kaizaki Arata, a 27-year-old jobless man, who fails at every job interview he had after quitting his last company. His life changes after he met Yoake Ryou of the ReLife Research Institute, who offered him a drug that can change his appearance to 17-years-old and to become a subject in an experiment for one year. Thus, he begins his life as a high school student once more.
",24,2016.0
473,40915810,21517,7,Renai Boukun,Love Tyrant,12,MANGA,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",62,"A Kiss Note is a powerful notebook that makes anyone who has their name written together will instantly fall in love if they kiss each other regardless of any circumstances. This magical and very familiar item belongs to an angel named Guri whose job as cupid is to create couples. However, she accidentally writes down Aino Seiji, a regular high school student, and unless he kisses someone, Guri will die. She convinces Seiji to go kiss his crush, Hiyama Akane, the school's popular girl who turns out has even stronger feelings for him, bordering on obsessive and psychotic. Eventually Akane and Seiji come together but not before Guri decides that she likes Seiji as well. What seems awesome to most guys becomes hell for Seiji who just wants a normal relationship with girls.
<br><br>
(Source: IMDB)",24,2017.0
474,40915811,21382,7,Rewrite,,13,VISUAL_NOVEL,"['Drama', 'Mystery', 'Romance', 'Slice of Life', 'Supernatural']",61,"Rewrite is set in the fictional city Kazamatsuri, where treeplanting and afforestation have caused the city to become overgrown with trees and flowers in much the same way that other cities are filled by buildings. However, while most of the city appears to be rural, there are many traditional city elements as well. While set in a modern setting, the city also gives off a strange sense of nostalgia.
<br><br>
Tennouji Kotarou lives here. He's a high school student who has the ability to rewrite his own body; he can become stronger and faster at any time he chooses. He investigates supernatural mysteries with five girls from his school.
<br><br>
(Source: VNDB)",26,2016.0
475,40915812,97665,8,Rewrite 2nd Season,Rewrite: Moon and Terra,11,VISUAL_NOVEL,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural']",68,"Second season of Rewrite, covering the Moon and Terra routes.",24,2017.0
476,40915813,10572,8,Ro-Kyu-Bu!,Ro-Kyu-Bu ~ Fast Break!,12,LIGHT_NOVEL,"['Comedy', 'Ecchi', 'Sports']",64,"Talk about games being called unexpectedly! Hasegawa Subaru joined the basketball club at Nanashiba High, only to have his hopes dashed when the teams' play is suspended after the captain is suspected of having inappropriate feelings for the coach's underage daughter. Blindsided and blocked by bad luck, Subaru expectedly finds an opening for his talent with the hoops when his aunt asks him to take on the task of coaching a young girls' basketball club - a Ro-Kyu-Bu!. But can a superstar wannabe find true satisfaction while playing sixth man to a team of five girls? <br><br>
(Source: Sentai Filmworks) ",24,2011.0
477,40915814,20955,8,Rokka no Yuusha,Rokka -Braves of the Six Flowers-,12,LIGHT_NOVEL,"['Action', 'Adventure', 'Fantasy', 'Mystery']",70,"When the Majin awoke from the depths of darkness, the deity of fate chose six heroes and bequeathed them with the power to save the world. Adlet, a boy who proclaims himself the strongest on Earth, was selected among the Rokka no Yuusha (Heroes of the Six Flowers), and he goes to the rendezvous point — but seven have gathered there. The heroes suspect that someone among the seven is the enemy, and the initial suspicion falls on Adlet.
<br><br>
(Source: Anime News Network)",24,2015.0
478,40915816,20638,8,Rokujouma no Shinryakusha!?,Invaders of the Rokujoma!?,12,LIGHT_NOVEL,"['Comedy', 'Romance', 'Supernatural']",68,"Now that he enters his high school career, Satomi Koutaro begins his life living alone in an apartment that only costs him 5000 yen per month, an extremely cheap deal even for this small apartment. There’s a catch: the apartment is apparently haunted by a cute ghost that has driven its prior occupants away. Next thing he knows, not only is there a ghost trying to drive him out of his new home, but magical girls and other unique female characters turn this small apartment into a battleground of sorts.",24,2014.0
479,40915817,20815,6,Rolling☆Girls,The Rolling Girls,12,ORIGINAL,"['Action', 'Adventure', 'Sci-Fi']",63,"Ten years after the Great Tokyo War, each prefecture in Japan has split up into independent nations. Each nation is ruled by a prophet called ""Mosa"" and an army called ""Mob"" as they start to compete to take over other countries. Four ""Mob"" girls from the Saitama clan, Nozomi, Yukina, Ai, and Chiaya, are ordered by their ""Mosa"" to travel around Japan riding their motorcycles to mediate multiple battles between nations and clans as they emerge.<br><br>(Source: Anime News Network)",24,2015.0
480,40915818,45,9,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,94,MANGA,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']",79,"Himura Kenshin is a vagabond with a dark past and sunny disposition. Not a ronin but a rurouni, he was never a samurai, but an assassin of utmost skill in the Meiji restoration, who in the turning point of the war simply walked away. His travels lead him to Tokyo in the 11th year of the Meiji era, where he befriends a female Kendo master, a former thief, a brawler and a doctor all with their own secrets. Together they fight off the enemies surfacing from the dark past that Kenshin cannot escape. <br><br>
(Source: Anime News Network)",25,1996.0
481,40915819,20556,9,Ryuugajou Nanana no Maizoukin,Nanana's Buried Treasure,11,LIGHT_NOVEL,"['Comedy', 'Mystery', 'Supernatural']",68,"""I'm going to build a place where young people can challenge to reach any of their dreams!""<br>
<br>
The 7 genius students, known as the GREAT 7, launched a project to construct an artificial island called Nanae Island to realize their leader, Nanana Ryugajo's peculiar idea. <br>
<br>
12 years later, with a total population of 100,000 people with as much as 80% of those inhabitants being students, Nanae Island has successfully become prosperous as a special student zone. One of the island's newest residents was Jugo Yama -- a high school student who had just transferred to the island after being disowned by his father. One day, Jugo finds in his own apartment the earth-bound spirit of the late Nanana Ryugajo, who was murdered by someone 10 years ago! Jugo's plan of living alone was suddenly thwarted by this strange roommate. <br>
<br>
The original novel ""Nanana's Buried Treasure"" won the Grand Prize of the 13th Entertainment Awards, which was the first Grand Prize in eight years. This anime series features the adventures and challenges of Jugo Yama as he searches through the historic ruins of Nanae Island for the great treasures, A.K.A ""Nanana's Collection,"" along with the extraordinary characters he meets along the way. The mysterious puzzles of the ruins! The excitement of the treasure hunt! The strategic maneuvers and battles of thought and reason between the characters! Nanana's Buried Treasure is an adventure you won't want to miss! <br>
<br>
(Source: Aniplex USA)",23,2014.0
482,40915820,20475,6,Sabagebu!,Sabagebu! - Survival Game Club!,12,MANGA,"['Action', 'Comedy', 'Sports']",71,"Momoka's family moves a lot, so she's always ""that new girl"" and the schools she's attended have all blurred together. Until her first day at Aogiri High, that is, where she's rescued by an armed vigilante, assaulted by a platypus, and coerced into joining a secret organization of gun-toting female commandos. Okay, maybe that last one is really just the school's survival club, but the platypus is real and so are the extremes that club president Miou is willing to execute to recruit Momoka.<br>
<br>
Can uber-jaded Momoka's body armor-clad heart resist the charms of a girl who's all too ready to whip out her twin Desert Eagles in defense of another girl's virtue? Especially when it turns out that Momoka has her own talent for air pistols and senseless violence?<br>
<br>
(Source: Sentai Filmworks)",23,2014.0
483,40915821,20657,9,Saenai Heroine no Sodatekata,Saekano: How to Raise a Boring Girlfriend,13,LIGHT_NOVEL,"['Comedy', 'Romance', 'Slice of Life']",73,"The life of Tomoyo Aki, a highschool otaku working part time to support his BD hoarding. With remarkable luck, he bumps head-first into Megumi Kato, the most beautiful girl he has ever seen. Naturally, the meeting twists his life into a complicated torrent of relationships. Eriri Spencer Sawamura, his half-foreigner childhood friend who’s always valued her relationship with MC. Kasumigaoka Utaha, a cold, composed renowned literary genius who shoves everyone aside from our protagonist. What is this? An eroge introduction?
<br><br>
The tale of a small not quite doujin circle, but not quite indie studio’s journey through the tough territory of comiket and beyond.<br>
<br>
<i>Note: Includes episode 0.</i>",24,2015.0
484,40915822,21180,8,Saenai Heroine no Sodatekata ♭,Saekano: How to Raise a Boring Girlfriend ♭,12,LIGHT_NOVEL,"['Comedy', 'Romance', 'Slice of Life']",76,"After finally completing the first route of his visual novel, Blessing Software's producer Tomoya Aki is optimistic about the future of his team and achieving their goal of creating the best game of the season.<br></br>

However, they still have a long way to go. For one, Megumi Katou still has an incredibly flat personality and is unable to fit the role of Tomoya's ideal heroine. The other members of Blessing Software, Eriri Spencer Sawamura, Utaha Kasumigaoka, and Michiru Hyoudou, often forget she is even there due to her lack of presence and character.<br></br>

Throughout the development of their game, Blessing Software learns the struggles of working in an industry where deadlines must be met and edits are made constantly, and the hardships of working in a group setting.<br></br>
<i>Note: Includes episode 0.</i><br></br>",23,2017.0
485,40915823,21188,8,Saijaku Muhai no Bahamut,Undefeated Bahamut Chronicle,12,LIGHT_NOVEL,"['Action', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Supernatural']",62,"The Royal Knight Academy was established to train the heirs and scions of the lands how to fight using the ancient mechanical dragons known as Drag-Rides. Those noble intentions, however, go royally astray when Lux, deposed prince of the Arcadia Empire, accidentally stumbles upon the Kingdom of Atismata's new Princess Lisesharte in her royal bath and sees altogether more than he should have. Challenged to a Drag-Ride duel when the Princess bares her anger, Lux finds himself thrust into a series of events that could ultimately expose the darkest secrets of both their royal families!<br>
<br>
(Source: Sentai Filmworks)",24,2016.0
486,40915824,17777,8,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Recently, My Sister Is Unusual",12,MANGA,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",57,"In the romance comedy, a girl named Mitsuki Kanzaki lives with her step-brother Yuya after her mother remarries. One day, Mitsuki is possessed by the self-proclaimed spirit of a young girl, Hiyori Kotobuki. Hiyori (in Mitsuki's body) must fall in love with Yuya to move towards the ""Gates of Heaven.""",23,2014.0
487,40915825,12531,9,Sakamichi no Apollon,Kids on the Slope,12,MANGA,"['Drama', 'Music', 'Romance', 'Slice of Life']",80,"The beginning of summer, 1966. <br><br>
Because of his father's job situation, freshman high school student Kaoru Nishimi moves by himself from Yokosuka to Kyushu to live with relatives. Until then, Kaoru was an honor roll student who tended to keep to himself, but meeting notorious bad boy Sentaro Kawabuchi starts to change him. Through his devil-may-care classmate, Kaoru learns the attractions of jazz and finds the first person he can call a ""friend"". He also discovers how much fun it is to play music with a pal. <br><br>
Other characters include Sentaro's kind childhood chum, Ritsuko, who is the daughter of a record shop owner; the mysterious upperclassman, Yurika; and Brother Jun, the much-admired leader among their peers. Set against the backdrop of a seaside town with a scent of American culture, this series is a drama about young people coming into their own, crossing each other's paths, and finding friendship, love, and music! <br><br>
(Source: Official Website) ",22,2012.0
488,40915826,20047,8,Sakura Trick,Sakura Trick,12,MANGA,"['Comedy', 'Romance', 'Slice of Life']",66,"Haruka and Yuu have been best friends forever and they've always sat next to each other in class since… well, since they were just girls in junior high anyway. But on their first day of high school, they're stunned to learn that the new seating plan has them on opposite sides of the classroom! So, since everyone knows that long distance relationships won't work unless the parties involved put extra effort into it, they decide they need to do something extra special to permanently seal their friendship. However, deciding to kiss each other awakens a whole new level of feelings, and it doesn't help that some of their classmates seem to be 'involved"" in similar circumstances. So what's a girl to do when her best girl friend suddenly seems more like a girlfriend? It's a life lesson that the school curriculum isn't normally prepared to teach, except maybe in French class, and our two young heroines are about to get a private education you'll never forget!<br><br>
(Source: Sentai Filmworks)",24,2014.0
489,40915827,13759,9,Sakurasou no Pet na Kanojo,The Pet Girl of Sakurasou,24,LIGHT_NOVEL,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",78,"The first time he saw her, it was love at first sight. Unfortunately for Sorata Kanda, ""she"" was a cat named Hikari and his school's rules forbid keeping pets in the regular dorms. As a result, Sorata is banished to the infamous Sakura Hall alongside other troublesome and unusual students like Jin, overzealous playboy, Ryuunosuke, the reclusive hermit, and Mashiro, a brilliant artist who's so unfocused and clueless about the real world that dorm supervisor Ms. Sengoku assigns Sorata the task of taking care of her along with his ever-growing collection of stray cats!<br>
<br>
(Source: Sentai Filmworks) ",24,2012.0
490,40915828,11499,8,Sankarea,Sankarea: Undying Love,12,MANGA,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Supernatural']",70,"Furuya's not interested in the living, he's got zombies on the brain! When Furuya's cat dies, he decides he's going to try and bring it back to life. In the process, he stumbles across a girl who is involved in an accident and turns into a real zombie! What's Furuya going to do now that the thing he loves the most is right in front of his eyes?<br><br>
(Source: FUNimation)",24,2012.0
491,40915830,14515,5,Sasami-san@Ganbaranai,,12,LIGHT_NOVEL,"['Comedy', 'Drama', 'Psychological', 'Romance', 'Supernatural']",64,"The Japanese call them hikikomori—people who've become so withdrawn socially that they refuse to leave their homes for weeks and even months at a time. For Sasami Tsukuyomi, who's attempting to pass her first year of high school despite being a shut in, it's more than just a word. Fortunately though, she lives with her older brother Kamiomi, who just happens to be a teacher at the school Sasami is supposed to attend. Not to mention, her ""Brother Surveillance Tool"" which lets her view the outside world via her computer and will, theoretically, allow her to readjust to interfacing with people again. What it mainly does, however, is let her view her brother's interactions with the three very odd Yagami sisters, who inexplicably seem to have had their ages reversed and have various types of ""interest"" in Kamiomi. And then things start to get really weird... Magical powers? Everything turning into chocolate? Is life via the web warping Sasami's brain, or is it the universe that's going crazy?<br><br>
(Source: Sentai Filmworks)",24,2013.0
492,40915831,2476,10,School Days (TV),School Days (TV),12,VISUAL_NOVEL,"['Drama', 'Psychological', 'Romance']",49,"Makoto Ito is a young Japanese high school student beginning his second term at the fictional Sakakino Academy. During his daily train rides to and from school, he becomes infatuated with fellow student Kotonoha Katsura; a girl that also commutes. When a new classmate acquaintance of his, Sekai Saionji, discovers his secret crush on Kotonoha, she helps introduce both of them to each other and over time they grow closer and agree to date. However in spite of her proud and triumphant matchmaking efforts, Sekai inadvertently becomes jealous of the new couple, having also developed feelings toward Makoto.<br><br>
The following afternoon on her way home at the nearby train station in front of the school, Sekai finds Makoto waiting for Kotonoha to rendezvous for a date. He sits with her and reiterates his appreciation for her help, and feeling heavily indebted, offers repayment anyway he can. Though she believes he is overreacting, Sekai decides to redeem her obligation by placing a kiss on his lips as her train pulls in; quickly rushing into an open passenger car and happily bidding a dumbstruck Makoto luck on his date.<br><br>
(Source: Wikipedia)",25,2007.0
493,40915832,24,9,School Rumble,School Rumble,26,MANGA,"['Comedy', 'Romance', 'Slice of Life']",76,"Tsukamoto Tenma is an ordinary 2nd year high school student who has fallen in love with one of her classmates, Karasuma Ooji. However, currently she is unable to confess her feelings to him. To make things worse, she found out that Karasuma is transferring to another school in a year. On the other hand, Tenma's other classmate, Harima Kenji (who is a delinquent) is also in love with Tenma. Not being able to confess his feelings, Harima gets depressed day by day.<br><br>
(Source: Anime News Network)",23,2004.0
494,40915833,846,9,School Rumble Ni Gakki,School Rumble 2nd Term,26,MANGA,"['Comedy', 'Romance', 'Slice of Life']",77,"Continuing right where season 1 left off: Harima still likes Tenma but still runs into obstacles everytime he tries to confess his love to her. To complicate the situation, Class 2-D challenges class 2-C once again and there's a rumor floating around that Harima and Yakumo are dating as the school prepares for the cultural festival.<br><br>
(Source: Anime News Network)",24,2006.0
495,40915834,21201,9,Schwarzesmarken,Schwarzes Marken,12,LIGHT_NOVEL,"['Action', 'Mecha', 'Psychological', 'Sci-Fi']",62,"The year is 1983. The Cold War is in full effect, and humanity is under attack. Strange aliens, given the name ""BETA,"" have descended to Earth and have been destroying all life. Soldiers have been tasked with piloting large combat suits called Tactical Surface Fighters (TSF) to repel the alien invaders, but the front line is slowly being pushed back towards the surviving cities.
<br><br>
Schwarzesmarken follows the story of Theodor Eberbach and the other members of the 666th TSF Squadron Schwarzesmarken (Black Marks), a ruthless unit that values a mission's completion over human life. Stationed in East Germany on the Oder-Neisse line and led by war hero Captain Irisdina Bernhard, the unit specializes in counterassault attacks on laser-class BETA. But the 666th Squadron finds itself with more enemies than just the alien forces when optimistic rookie Katia Waldheim joins the squadron, drawing the attention of East Germany's secret police, the Stasi.
",23,2016.0
